Tag;Datum;Zeit;Home;Away;Resultat;Drittel;OT/SO;Status;Versch.;Stadion;Zus.;TV/Online;Id;Liga;Region;Phase
Sa;17.11.2018;19:45;Fribourg-Gottéron;SCL Tigers; 10:3; 3:1|2:2|5:0;;Ende;False;BCF Arena, 1700 Fribourg FR;6500;MYSPORTS;20191105000117;NL;CH;Regular Season
Sa;17.11.2018;19:45;EV Zug;SC Rapperswil-Jona Lakers; 7:2; 2:1|3:1|2:0;;Ende;False;BOSSARD Arena, 6303 Zug;7126;MYSPORTS;20191105000120;NL;CH;Regular Season
So;18.11.2018;15:45;Lausanne HC;SC Bern; 4:1; 3:1|0:0|1:0;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6700;MYSPORTS;20191105000118;NL;CH;Regular Season
Di;20.11.2018;19:45;Genève-Servette HC;Fribourg-Gottéron; 5:0; 2:0|1:0|2:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;5630;MYSPORTS;20191105000183;NL;CH;Regular Season
Fr;23.11.2018;19:45;HC Davos;HC Ambri-Piotta; 3:6; 0:1|2:2|1:3;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;3757;MYSPORTS;20191105000121;NL;CH;Regular Season
Fr;23.11.2018;19:45;Genève-Servette HC;EHC Biel-Bienne; 6:1; 1:0|2:1|3:0;;Ende;False;Les Vernets, 1227 Les Acacias GE;6036;MYSPORTS;20191105000122;NL;CH;Regular Season
Fr;23.11.2018;19:45;Lausanne HC;ZSC Lions; 4:5; 2:1|1:3|1:1;;Ende;False;Centre Sportif Malley, 1008 Lausanne VD;6700;MYSPORTS,MYSPORTSONE;20191105000123;NL;CH;Regular Season
Fr;23.11.2018;19:45;HC Lugano;Fribourg-Gottéron; 6:0; 2:0|3:0|1:0;;Ende;False;Cornèr Arena, 6948 Porza Ti;6047;MYSPORTS;20191105000124;NL;CH;Regular Season
Fr;23.11.2018;19:45;SCL Tigers;SC Rapperswil-Jona Lakers; 2:1; 0:1|0:0|1:0|1:0;OT;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5436;MYSPORTS;20191105000125;NL;CH;Regular Season
Fr;23.11.2018;19:45;EV Zug;SC Bern; 3:4; 0:1|1:1|2:2;;Ende;False;BOSSARD Arena, 6303 Zug;7145;MYSPORTS;20191105000126;NL;CH;Regular Season
Sa;24.11.2018;19:45;HC Ambri-Piotta;Lausanne HC; 2:1; 1:0|1:1|0:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;5183;MYSPORTS;20191105000127;NL;CH;Regular Season
Sa;24.11.2018;19:45;SC Bern;SCL Tigers; 1:3; 0:1|0:0|1:2;;Ende;False;PostFinance-Arena, 3014 Bern BE;17031;MYSPORTS,MYSPORTSONE;20191105000128;NL;CH;Regular Season
Sa;24.11.2018;19:45;EHC Biel-Bienne;EV Zug; 2:3; 0:0|2:1|0:2;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;6247;MYSPORTS;20191105000129;NL;CH;Regular Season
Sa;24.11.2018;19:45;Fribourg-Gottéron;Genève-Servette HC; 3:5; 2:2|0:2|1:1;;Ende;False;BCF Arena, 1700 Fribourg FR;6245;MYSPORTS,MYSPORTSONE;20191105000130;NL;CH;Regular Season
Sa;24.11.2018;19:45;SC Rapperswil-Jona Lakers;HC Lugano; 6:3; 2:1|1:1|3:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;4103;MYSPORTS;20191105000131;NL;CH;Regular Season
So;25.11.2018;15:45;ZSC Lions;HC Davos; 1:5; 1:3|0:0|0:2;;Ende;False;Hallenstadion, 8050 Zürich ZH;11200;MYSPORTS;20191105000132;NL;CH;Regular Season
Fr;30.11.2018;19:45;HC Davos;Genève-Servette HC; 2:4; 0:0|2:2|0:2;;Ende;False;Vaillant Arena, 7270 Davos-Platz GR;3973;MYSPORTS;20191105000133;NL;CH;Regular Season
Fr;30.11.2018;19:45;Fribourg-Gottéron;Lausanne HC; 5:2; 2:0|0:0|3:2;;Ende;False;BCF Arena, 1700 Fribourg FR;6172;MYSPORTS;20191105000134;NL;CH;Regular Season
Fr;30.11.2018;19:45;SC Rapperswil-Jona Lakers;HC Ambri-Piotta; 2:5; 1:3|1:1|0:1;;Ende;False;St.Galler Kantonalbank Arena, 8640 Rapperswil SG;5030;MYSPORTS;20191105000135;NL;CH;Regular Season
Fr;30.11.2018;19:45;HC Lugano;EHC Biel-Bienne; 3:4; 2:0|0:3|1:1;;Ende;False;Cornèr Arena, 6948 Porza Ti;6031;MYSPORTS;20191105000136;NL;CH;Regular Season
Fr;30.11.2018;19:45;SCL Tigers;EV Zug; 1:2; 0:1|1:1|0:0;;Ende;False;Ilfishalle, 3550 Langnau im Emmental BE;5975;MYSPORTS;20191105000137;NL;CH;Regular Season
Fr;30.11.2018;19:45;ZSC Lions;SC Bern; 1:4; 0:0|1:3|0:1;;Ende;False;Hallenstadion, 8050 Zürich ZH;10313;MYSPORTS,MYSPORTSONE;20191105000138;NL;CH;Regular Season
Sa;01.12.2018;19:45;HC Ambri-Piotta;Fribourg-Gottéron; 2:1; 1:0|0:1|1:0;;Ende;False;Stadio Valascia, 6775 Ambri TI;5487;MYSPORTS;20191105000139;NL;CH;Regular Season
Sa;01.12.2018;19:45;SC Bern;HC Davos; 4:1; 0:0|3:1|1:0;;Ende;False;PostFinance-Arena, 3014 Bern BE;16985;MYSPORTS;20191105000140;NL;CH;Regular Season
Sa;01.12.2018;19:45;EHC Biel-Bienne;ZSC Lions; 4:2; 1:0|0:1|3:1;;Ende;False;Tissot Arena, 2504 Biel/Bienne BE;5943;MYSPORTS,MYSPORTSONE;20191105000141;NL;CH;Regular Season
Sa;01.12.2018;19:45;Genève-Servette HC;SC Rapperswil-Jona Lakers; 1:3; 1:1|0:1|0:1;;Ende;False;Les Vernets, 1227 Les Acacias GE;5677;MYSPORTS;20191105000142;NL;CH;Regular Season
